Run Number 23
Generation,Generation Average,Best Fitness Found
0,392.95,405
1,395.4,405
2,397.05,405
3,398.7,405
4,399.8,405
5,400.95,405
6,401.5,405
7,402.1,405
8,402.75,405
9,403.05,405
10,403.55,405
11,404,405
12,404.55,409
13,404.85,409
14,405.45,409
15,406.05,409
16,406.5,409
17,406.95,410
18,407.35,410
19,407.9,411
20,408.5,412
21,408.95,412
22,409.25,412
23,409.55,412
24,409.95,412
25,410.05,412
26,410.4,412
27,410.6,412
28,410.85,412
29,411.15,412
30,411,412
31,411.45,413
32,411.7,413
33,411.75,413
34,412.05,414
35,412.3,414
36,412.6,414
37,412.7,414
38,412.55,414
39,412.9,414
40,413.1,414
41,412.95,414
42,412.7,414
43,413.15,414
44,413.45,414
45,413.65,414
46,413.5,414
47,413.8,414
48,413.8,414
49,413.95,414
50,414,414
