Run Number 17
Generation,Generation Average,Best Fitness Found
0,392,407
1,393.75,407
2,396.15,407
3,398.2,407
4,399.95,407
5,401.65,407
6,402.85,407
7,403.95,407
8,405,407
9,405.75,407
10,406.2,408
11,406.6,408
12,406.95,409
13,407.35,410
14,407.6,410
15,407.8,410
16,408.1,410
17,408.2,411
18,408.6,411
19,408.9,411
20,409.15,411
21,409.4,411
22,409.4,411
23,409.8,411
24,410,411
25,410.2,411
26,410.4,411
27,410.55,411
28,410.65,411
29,410.7,411
30,410.8,411
31,410.9,411
32,411.05,412
33,411.1,412
34,411.25,413
35,411.4,413
36,411.55,413
37,411.55,413
38,411.85,413
39,411.8,413
40,412,413
41,411.8,413
42,412.15,413
43,412.15,413
44,412.35,413
45,412.3,413
46,412.65,413
47,412.5,413
48,412.6,413
49,412.45,413
50,412.85,413
