Run Number 1
Generation,Generation Average,Best Fitness Found
0,392.45,405
1,394.55,405
2,395.75,405
3,396.95,405
4,397.95,405
5,398.85,405
6,399.25,405
7,399.7,405
8,399.85,405
9,399.95,405
10,400.15,405
11,400.1,405
12,400.25,405
13,400.3,405
14,400.75,405
15,401.45,405
16,401.75,405
17,402.35,409
18,402.55,409
19,403.2,409
20,403.8,409
21,404.6,409
22,405.4,409
23,405.8,409
24,406.35,409
25,406.7,409
26,407.3,409
27,407.55,412
28,408.3,412
29,408.85,412
30,409.55,412
31,410.05,412
32,410.35,412
33,410.45,412
34,410.75,412
35,411.05,412
36,411.3,412
37,411.6,412
38,411.6,412
39,411.9,412
40,411.85,412
41,412,412
42,411.7,412
43,411.85,412
44,412,412
45,411.8,412
46,412,412
47,412,412
48,412,412
49,411.4,412
50,411.85,412
