Gen,GenAvg,BestFit
0,363,382
1,370.3,382
2,374.5,382
3,376.8,382
4,379.3,382
5,381.6,388
6,383.1,388
7,384.4,388
8,384.8,388
9,386.2,388
10,387.4,388
11,388,388
12,388,388
13,388,388
14,388,388
15,388,388
16,388,388
17,388,388
18,388,388
19,388.1,389
20,388.2,389
21,388.3,389
22,388.1,389
23,388.2,389
24,388.4,389
25,388.8,389
26,389,389
27,389,389
28,389.1,390
29,389.3,391
30,389.6,391
31,390.1,393
32,390.4,393
33,391,393
34,391.4,393
35,392,393
36,392.4,395
37,393,395
38,393.6,395
39,394,395
40,394.4,395
41,394.7,395
42,394.7,395
43,395,395
44,395.1,396
45,395.2,396
46,395.4,396
47,395.6,396
48,395.8,396
49,392.6,396
50,395.8,396
