Gen,GenAvg,BestFit
0,379.8,397
1,387.9,404
2,392.9,404
3,395.5,404
4,398.3,404
5,401,404
6,403.1,405
7,404,405
8,404.4,407
9,404.8,407
10,405.2,407
11,405.8,407
12,406.1,407
13,406.3,408
14,406.8,408
15,407.4,408
16,407.6,408
17,407.9,409
18,408,409
19,407.3,409
20,408.4,409
21,408.8,411
22,408.7,411
23,409.2,411
24,409.9,412
25,410.1,412
26,410.4,412
27,407.5,412
28,411.2,412
29,411.5,413
30,411.7,413
31,412.1,413
32,412,413
33,412.3,413
34,412.6,413
35,412.4,413
36,412.8,413
37,404.9,413
38,413,414
39,412.9,414
40,411.4,414
41,413.1,414
42,406.9,414
43,413.4,414
44,413.6,414
45,413.7,414
46,413.5,414
47,413.6,414
48,413.8,414
49,413.4,414
50,414,414
