Gen,GenAvg,BestFit
0,368.9,386
1,375,386
2,380.3,386
3,382.9,386
4,384.8,386
5,385.9,387
6,385.3,388
7,386.4,388
8,386.8,388
9,387.2,388
10,387.4,388
11,387.7,388
12,387.9,388
13,387.8,388
14,388,388
15,387.8,388
16,388,388
17,388,388
18,387.8,388
19,388,388
20,387.9,388
21,387.6,388
22,388,388
23,387.8,388
24,387.4,388
25,388,388
26,387.8,388
27,388,388
28,388,388
29,388.5,391
30,389,391
31,389.7,392
32,390.4,392
33,391.2,392
34,391.3,392
35,391.6,392
36,392.5,399
37,393.4,399
38,394.4,399
39,395.8,399
40,397.1,400
41,398.6,400
42,399.3,400
43,399.7,401
44,399.8,401
45,400.1,401
46,400.2,401
47,400.2,401
48,400.4,401
49,400.6,401
50,400.6,401
