Gen,GenAvg,BestFit
0,378.4,395
1,381.6,395
2,385.5,395
3,389.3,400
4,392.8,400
5,391.3,400
6,396.2,400
7,397.5,400
8,397.9,400
9,398.3,400
10,399,400
11,399.2,400
12,398.1,400
13,399,400
14,399.1,400
15,399.4,400
16,399.5,400
17,399.8,400
18,399.6,400
19,399.5,400
20,399.9,400
21,400,400
22,399.2,400
23,400.1,401
24,400.6,403
25,400.8,403
26,401.1,403
27,401.7,406
28,402.6,408
29,404,408
30,404.9,409
31,406.4,410
32,407.7,410
33,408.5,410
34,408.8,410
35,409.3,410
36,409.7,410
37,409.9,410
38,410,411
39,410.2,411
40,409.2,411
41,409.4,411
42,410.6,411
43,409.2,411
44,410.1,411
45,409.5,411
46,410.7,411
47,410.9,411
48,410.7,411
49,411,411
50,410.7,411
