Gen,GenAvg,BestFit
0,366.8,395
1,372,395
2,379.6,395
3,386.2,395
4,390.8,395
5,391.6,395
6,392.7,395
7,394.1,395
8,394.9,395
9,395,395
10,394.6,395
11,395,395
12,394.1,395
13,395,395
14,392,395
15,395,395
16,394.2,395
17,394.2,395
18,395,395
19,393.2,395
20,394.5,395
21,393.7,395
22,395,395
23,394.8,395
24,394.6,395
25,394.6,395
26,394.9,395
27,395,395
28,394.9,395
29,395,395
30,394.6,395
31,394.6,395
32,395,395
33,395,395
34,394.2,395
35,393.5,395
36,393.7,395
37,394.4,395
38,393.6,395
39,395,395
40,393.6,395
41,393.2,395
42,393.6,395
43,394.2,395
44,393.8,396
45,394.9,397
46,395.6,397
47,395.5,398
48,396.3,398
49,396.9,399
50,397,399
