Gen,GenAvg,BestFit
0,375.4,395
1,381.6,395
2,387.9,397
3,391.7,397
4,393.6,397
5,394.8,397
6,395.6,397
7,396.7,397
8,396.9,397
9,397.5,402
10,398.4,402
11,398,402
12,399.3,402
13,399.8,402
14,400.9,402
15,401.3,402
16,401.3,402
17,401.9,402
18,402,402
19,401.4,402
20,400.5,402
21,402,402
22,402.1,403
23,401.7,403
24,401.3,403
25,401.9,403
26,402,403
27,402.6,403
28,402.8,403
29,398.2,403
30,403,403
31,402.4,403
32,403,403
33,398.9,403
34,403,403
35,402.5,403
36,402.9,403
37,403.1,404
38,403.2,407
39,403.9,412
40,404.6,412
41,406.3,412
42,407,412
43,408.6,412
44,409,412
45,409.1,412
46,410.3,412
47,411.1,412
48,411.8,412
49,411.9,412
50,411.5,412
