Gen,GenAvg,BestFit
0,380.3,403
1,388.1,403
2,391.6,405
3,396.4,405
4,398.9,405
5,402.3,406
6,404.6,406
7,404.9,407
8,405.5,407
9,406,407
10,406.6,409
11,406.8,409
12,407.7,411
13,408.3,411
14,408.7,411
15,409.3,411
16,409.9,411
17,410.4,411
18,410.7,411
19,410.3,411
20,409.5,411
21,410.2,411
22,410.5,411
23,410.8,411
24,410.7,412
25,411.2,412
26,411.4,412
27,411.1,412
28,411.6,412
29,411.8,412
30,412,412
31,412,412
32,412,412
33,411.4,412
34,411.5,412
35,411.7,412
36,411.6,412
37,412,412
38,411.6,412
39,411.7,412
40,411.5,412
41,411.6,412
42,411.9,412
43,411.7,412
44,411.6,412
45,412,412
46,411.6,412
47,412,412
48,411.6,412
49,411.8,412
50,412.1,413
