Gen,GenAvg,BestFit
0,370.9,397
1,374.3,397
2,383.2,399
3,388.2,399
4,394.1,399
5,397.5,399
6,397.9,399
7,398,399
8,398.7,399
9,399.1,400
10,399.2,400
11,398.7,401
12,399.9,403
13,400.4,403
14,401.2,403
15,401.2,403
16,401.6,403
17,402,403
18,402.5,403
19,402.8,403
20,400.5,403
21,402.9,403
22,402.8,403
23,402.9,403
24,402.8,403
25,402.9,403
26,403,403
27,403,403
28,402.9,403
29,402.8,403
30,403.1,404
31,402.9,404
32,403.2,404
33,403.3,404
34,403.1,404
35,403.6,404
36,403.8,404
37,403.8,404
38,404.2,406
39,404.4,406
40,404.4,406
41,404.9,406
42,405.2,406
43,405.5,406
44,405.8,406
45,406,406
46,406,406
47,406,406
48,405.6,406
49,406,406
50,406,406
