Gen,GenAvg,BestFit
0,378.2,394
1,382.6,394
2,388,396
3,389.9,398
4,392.6,398
5,392.2,398
6,393.1,398
7,394.8,398
8,396.7,403
9,397.9,403
10,399.6,404
11,400,404
12,401,404
13,402.4,406
14,403.4,406
15,404.4,406
16,405.2,406
17,405.3,406
18,405.9,406
19,406,407
20,406.1,407
21,406.1,407
22,405.3,407
23,405.9,407
24,406.2,407
25,406.3,407
26,406.5,407
27,406.7,407
28,406.9,407
29,407,407
30,406.8,407
31,407,407
32,407,407
33,406.9,407
34,407.1,408
35,407.1,408
36,407.4,408
37,407.6,408
38,407.7,408
39,407.3,408
40,407.9,408
41,408,408
42,407.9,408
43,408,408
44,407.8,408
45,408,408
46,408,408
47,408,408
48,407.9,408
49,408.1,409
50,408.2,409
