Gen,GenAvg,BestFit
0,373.2,392
1,377.9,392
2,383.3,392
3,387.1,392
4,388.6,392
5,388.6,394
6,390.1,394
7,391.8,394
8,393,394
9,393.4,394
10,393.7,395
11,391,395
12,394.3,395
13,394.2,395
14,394.4,395
15,394.7,395
16,394.9,396
17,395.1,396
18,395.4,398
19,395.8,398
20,396.2,398
21,396.9,399
22,397.5,400
23,398,400
24,398.9,401
25,394.1,401
26,399.8,401
27,400.5,402
28,396.9,402
29,401.3,402
30,401.4,402
31,401.5,402
32,401.6,402
33,401.8,402
34,401.7,402
35,402,402
36,401.7,402
37,401.8,402
38,401.8,402
39,397.3,402
40,402,402
41,401.6,402
42,401.9,402
43,399.9,402
44,402,402
45,401.2,402
46,401.9,402
47,401.7,402
48,401.8,402
49,401.9,402
50,401.9,402
