Gen,GenAvg,BestFit
0,373.3,394
1,378.7,394
2,385.8,396
3,390,400
4,392.5,400
5,394.7,400
6,397.3,402
7,399.1,402
8,399.5,402
9,401,402
10,401.4,402
11,401.9,403
12,402.1,403
13,402.1,403
14,402.1,403
15,402.1,403
16,402.4,404
17,398.2,404
18,402.8,404
19,403.2,404
20,403.6,404
21,403.8,404
22,404.1,405
23,404.1,405
24,404,405
25,404.2,405
26,404.4,405
27,403.6,405
28,404.9,406
29,404.9,406
30,398.7,406
31,405.8,408
32,406.2,408
33,406.7,408
34,407.1,410
35,407.9,410
36,408.7,410
37,409.3,410
38,409.6,410
39,409.9,411
40,409.9,411
41,409.9,411
42,409.4,411
43,410.4,411
44,410.8,412
45,411.2,412
46,411.5,413
47,410.4,413
48,406.9,413
49,411.5,413
50,412.1,413
