Gen,GenAvg,BestFit
0,380.1,395
1,386.8,401
2,392.5,401
3,395.9,401
4,396.6,402
5,398.5,402
6,399.9,402
7,399,402
8,401.1,402
9,400.5,402
10,398.8,403
11,401.9,405
12,402.5,405
13,402.9,405
14,403.4,407
15,401.3,407
16,404.6,407
17,405.6,407
18,406.1,407
19,405.6,407
20,405.7,407
21,406.4,407
22,405.6,407
23,406.5,407
24,406.7,407
25,406.7,407
26,407,407
27,407,407
28,407,407
29,406.7,407
30,407,407
31,407.1,408
32,406.9,408
33,406.9,408
34,407.1,408
35,407,408
36,407.6,408
37,407.8,408
38,408,408
39,408,408
40,407.7,408
41,407.7,408
42,408,408
43,405.1,408
44,408,408
45,407.9,408
46,407.3,408
47,408,408
48,407.9,408
49,407.9,408
50,408,408
