Gen,GenAvg,BestFit
0,368.5,392
1,378.5,403
2,385.2,403
3,390.3,403
4,395.4,405
5,399.4,406
6,400.7,406
7,402.6,406
8,404.5,406
9,404.8,406
10,405.4,406
11,405.6,406
12,405.7,406
13,405.8,406
14,405.8,406
15,405.9,406
16,405.7,406
17,405.9,406
18,406,406
19,406,406
20,405.6,406
21,406,406
22,405.6,406
23,406.1,407
24,406.3,407
25,406.5,407
26,406.7,407
27,406.9,407
28,407,407
29,406.8,407
30,407,407
31,406.9,407
32,406.9,407
33,407,407
34,407,407
35,406.5,407
36,406.8,407
37,406.9,407
38,407.1,408
39,406.9,408
40,407.2,408
41,407.2,408
42,405.3,408
43,407.4,408
44,407.6,408
45,407.8,408
46,408,408
47,408,408
48,407.7,408
49,406.7,408
50,407.1,408
