Gen,GenAvg,BestFit
0,371.3,392
1,380.1,395
2,382.3,395
3,387.1,395
4,389.2,395
5,391.8,395
6,391.2,395
7,393.1,396
8,394.7,396
9,395,396
10,395.7,397
11,396,397
12,396.5,398
13,396.7,398
14,397.2,399
15,397.7,399
16,398.2,399
17,398.7,400
18,398.5,400
19,399.3,400
20,399.6,400
21,399.8,400
22,400.5,404
23,399.6,404
24,400.3,404
25,400.4,404
26,400.9,404
27,400.8,404
28,402.1,404
29,402.9,404
30,402.8,404
31,403.1,404
32,403.6,404
33,403.3,404
34,403.8,404
35,403.1,404
36,403.5,404
37,404.2,406
38,404.4,406
39,405.1,409
40,405.5,409
41,406,409
42,406.8,409
43,407.7,410
44,408.1,410
45,408.9,410
46,409.6,410
47,409.8,410
48,409.8,410
49,409.7,410
50,410,410
