Gen,GenAvg,BestFit
0,369.1,396
1,379.9,396
2,389.2,396
3,392.5,396
4,394.5,397
5,396,397
6,396.3,397
7,396.6,397
8,396.8,397
9,396.9,397
10,397,397
11,397,397
12,397,397
13,397,397
14,397.1,398
15,397.2,398
16,397.5,399
17,397.6,399
18,397.9,399
19,398.3,400
20,398.4,400
21,398.7,400
22,399.1,400
23,399.5,400
24,399.7,400
25,399.8,400
26,400,400
27,400.1,401
28,400.2,401
29,400.4,401
30,400.5,401
31,400.7,401
32,400.8,401
33,401,401
34,401,401
35,401,401
36,401,401
37,401,401
38,400.9,401
39,395.2,401
40,401.1,402
41,401.1,402
42,401.2,402
43,401.3,402
44,401.5,402
45,401.8,404
46,402.1,404
47,402.7,404
48,403.1,405
49,403.6,405
50,404.2,405
