Gen,GenAvg,BestFit
0,373,395
1,381.8,397
2,386.4,397
3,390.7,398
4,394.4,398
5,396,398
6,396.4,398
7,396.9,398
8,396.5,398
9,397.2,398
10,397.7,398
11,398,399
12,398.3,399
13,398.5,399
14,398.7,399
15,398.9,399
16,398.9,399
17,398.8,399
18,398.9,399
19,398.9,399
20,399,399
21,399,399
22,399.2,402
23,399.5,402
24,400,402
25,400.6,402
26,401.3,403
27,402,403
28,402.3,403
29,402.4,404
30,401.9,404
31,402.8,404
32,403.2,404
33,403.5,404
34,402.9,404
35,403.8,404
36,404,404
37,404,404
38,404,404
39,404,404
40,403.9,404
41,404,404
42,404,404
43,404.1,405
44,404.2,405
45,404.4,405
46,404.7,406
47,404.8,406
48,404.3,406
49,404.6,406
50,405.1,406
