Run Number 27
Generation,Generation Average,Best Fitness Found
0,394.1,407
1,395.8,407
2,397.75,408
3,398.75,408
4,400.35,408
5,401.8,408
6,402.95,408
7,404.2,408
8,405.05,408
9,405.9,408
10,406.1,408
11,406.5,408
12,406.9,409
13,407.4,409
14,407.85,410
15,408.2,410
16,408.5,410
17,408.45,410
18,408.8,410
19,409,410
20,409.25,411
21,409.15,411
22,409.7,411
23,409.75,411
24,410.15,411
25,410.35,411
26,410.5,411
27,410.6,411
28,410.65,411
29,410.75,411
30,410.8,411
31,410.95,412
32,410.8,412
33,411.1,412
34,411.2,412
35,411.1,412
36,410.7,412
37,410.85,412
38,411.4,412
39,411.55,413
40,411.15,413
41,411.7,413
42,411.9,413
43,411.75,413
44,412.2,413
45,412.4,413
46,412.5,413
47,412.6,413
48,412,413
49,412.65,413
50,412.7,413
51,412.4,413
52,412.45,413
53,412.5,413
54,412.6,414
55,413.05,414
56,413.2,414
57,413.2,414
58,413.4,415
59,413.45,415
60,413.35,415
61,413.8,418
62,414.15,419
63,414.4,419
64,414.95,419
65,415.5,419
66,416.1,419
67,416.45,419
68,416.55,419
69,417.1,419
70,417.65,420
71,418.2,420
72,418.5,420
73,418.75,420
74,419.05,420
75,419.2,420
76,418.9,420
77,419.45,420
78,419.35,420
79,418.55,420
80,419.05,420
81,419.35,420
82,419.4,420
83,419.6,420
84,419.75,420
85,419.1,420
86,419.4,420
87,419.9,420
88,420,420
89,420,420
90,419.8,420
91,419.4,420
92,419.95,420
93,419.4,420
94,420.05,421
95,419.55,421
96,420,421
97,420.1,421
98,420.2,421
99,420,421
100,420.3,421
101,420.3,421
102,420.3,421
103,420.55,422
104,420.65,422
105,420.45,422
106,420.8,423
107,420.6,423
108,421,423
109,420.9,423
110,421.1,423
111,421.2,423
112,420.85,423
113,421.75,423
114,421.9,423
115,421.6,423
116,422.2,423
117,421.7,423
118,422.4,423
119,422.45,424
120,422.7,424
121,422.85,424
122,423,424
123,422.6,424
124,422.65,424
125,422.95,424
126,423.1,424
127,423,424
128,422.9,424
129,423.15,424
130,423.45,424
131,422.65,424
132,423.2,424
133,423.5,424
134,423.65,424
135,423.75,424
136,423.85,424
137,423.65,424
138,423.75,424
139,424,424
140,423.95,424
141,424,424
142,423.55,424
143,422.7,424
144,423.65,424
145,423.3,424
146,423.65,424
147,423.05,424
148,423.95,424
149,423.4,424
150,423.9,424
151,424,424
152,423.65,424
153,423.85,424
154,423.85,424
155,423.75,424
156,423.8,424
157,423.95,424
158,424,424
159,423.95,424
160,423.65,424
161,423.9,424
162,423.3,424
163,424,424
164,423.35,424
165,423.05,424
166,423.65,424
167,423.75,424
168,423.55,424
169,424,424
170,423.25,424
171,423.75,424
172,424,424
173,423.2,424
174,423.9,424
175,423.3,424
176,423.7,424
177,423.05,424
178,423.3,424
179,423.35,424
180,423.5,424
181,423.8,424
182,423.55,424
183,423.6,424
184,424,424
185,423.1,424
186,424,424
187,423.8,424
188,423.95,424
189,424,424
190,423.65,424
191,424,424
192,424,424
193,423.65,424
194,424,424
195,423.3,424
196,423.8,424
197,423.75,424
198,423.75,424
199,423.3,424
200,423.9,424
201,423.95,424
202,424,424
203,424,424
204,423.85,424
205,423.75,424
206,424,424
207,423.75,424
208,423.9,424
209,423.95,424
210,423.25,424
211,423.95,424
212,423.6,424
213,423.95,424
214,424,424
215,424,424
216,423.95,424
217,423.8,424
218,423.9,424
219,424,424
220,423.7,424
221,423.9,424
222,423.7,424
223,423.65,424
224,424,424
225,423.95,424
226,423.25,424
227,422.8,424
228,423.2,424
229,423.7,424
230,424,424
231,424,424
232,423.7,424
233,422.8,424
234,423.6,424
235,423.9,424
236,423.55,424
237,423.95,424
238,423.8,424
239,423.9,424
240,423.7,424
241,423.9,424
242,423.7,424
243,423.75,424
244,423.9,424
245,423.95,424
246,423.45,424
247,423.6,424
248,423.5,424
249,423.15,424
250,423.9,424
